1000,2021-09-20-15-31-30,-200,-200,-200,-200,-200,-200
1001,2021-09-20-15-31-30,-200,-200,-200,-200,-200,-200
1002,2021-09-20-15-31-30,-200,-200,-200,-200,-200,-200
1003,2021-09-20-15-31-30,-200,-200,-200,-200,-200,-200
1004,2021-09-20-15-31-30,-200,-200,-200,-200,-200,-200
1005,2021-09-20-15-31-30,-200,-200,-200,-200,-200,-200
1006,2021-09-20-15-31-30,-200,-200,-200,-200,-200,-200
1007,2021-09-20-15-31-30,-200,-200,-200,-200,-200,-200
1008,2021-09-20-15-31-30,-200,-200,-200,-200,-200,-200
1009,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1010,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1011,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1012,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1013,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1014,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1015,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1016,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1017,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1018,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1019,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1020,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1021,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1022,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1023,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1024,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1025,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1026,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1027,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1028,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1029,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1030,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1031,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1032,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1033,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1034,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1035,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1036,2021-09-20-15-31-31,-200,-200,-200,-200,-200,-200
1037,2021-09-20-15-31-32,-200,-200,-200,-200,-200,-200
1038,2021-09-20-15-31-32,-200,-200,-200,-200,-200,-200
1039,2021-09-20-15-31-32,-200,-200,-200,-200,-200,-200
1040,2021-09-20-15-31-32,-200,-200,-200,-200,-200,-200
1041,2021-09-20-15-31-32,-200,-200,-200,-200,-200,-200
1042,2021-09-20-15-31-32,-200,-200,-200,-200,-200,-200
1043,2021-09-20-15-31-32,-200,-200,-200,-200,-200,-200
1044,2021-09-20-15-31-32,-200,-200,-200,-200,-200,-200
1045,2021-09-20-15-31-32,-200,-200,-200,-200,-200,-200
