,Date Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8
1,2021-09-20 16:21:06.5556,-200,-200,-200,-200,-200,-200
2,2021-09-20 16:21:06.6652,-200,-200,-200,-200,-200,-200
3,2021-09-20 16:21:06.7213,-200,-200,-200,-200,-200,-200
4,2021-09-20 16:21:06.7903,-200,-200,-200,-200,-200,-200
5,2021-09-20 16:21:06.8900,-200,-200,-200,-200,-200,-200
6,2021-09-20 16:21:06.9556,-200,-200,-200,-200,-200,-200
7,2021-09-20 16:21:07.0397,-200,-200,-200,-200,-200,-200
8,2021-09-20 16:21:07.1692,-200,-200,-200,-200,-200,-200
9,2021-09-20 16:21:07.2748,-200,-200,-200,-200,-200,-200
10,2021-09-20 16:21:07.3652,-200,-200,-200,-200,-200,-200
11,2021-09-20 16:21:07.4713,-200,-200,-200,-200,-200,-200
12,2021-09-20 16:21:07.6063,-200,-200,-200,-200,-200,-200
13,2021-09-20 16:21:07.7631,-200,-200,-200,-200,-200,-200
14,2021-09-20 16:21:07.8754,-200,-200,-200,-200,-200,-200
15,2021-09-20 16:21:07.9472,-200,-200,-200,-200,-200,-200
16,2021-09-20 16:21:08.0772,-200,-200,-200,-200,-200,-200
17,2021-09-20 16:21:08.1917,-200,-200,-200,-200,-200,-200
18,2021-09-20 16:21:08.3019,-200,-200,-200,-200,-200,-200
19,2021-09-20 16:21:08.3647,-200,-200,-200,-200,-200,-200
20,2021-09-20 16:21:08.4305,-200,-200,-200,-200,-200,-200
21,2021-09-20 16:21:08.4563,-200,-200,-200,-200,-200,-200
22,2021-09-20 16:21:08.5432,-200,-200,-200,-200,-200,-200
23,2021-09-20 16:21:08.6241,-200,-200,-200,-200,-200,-200
24,2021-09-20 16:21:08.7561,-200,-200,-200,-200,-200,-200
25,2021-09-20 16:21:08.8612,-200,-200,-200,-200,-200,-200
26,2021-09-20 16:21:08.9757,-200,-200,-200,-200,-200,-200
27,2021-09-20 16:21:09.0980,-200,-200,-200,-200,-200,-200
28,2021-09-20 16:21:09.1835,-200,-200,-200,-200,-200,-200
29,2021-09-20 16:21:09.2555,-200,-200,-200,-200,-200,-200
30,2021-09-20 16:21:09.3532,-200,-200,-200,-200,-200,-200
31,2021-09-20 16:21:09.4446,-200,-200,-200,-200,-200,-200
32,2021-09-20 16:21:09.5244,-200,-200,-200,-200,-200,-200
33,2021-09-20 16:21:09.6272,-200,-200,-200,-200,-200,-200
34,2021-09-20 16:21:09.6812,-200,-200,-200,-200,-200,-200
35,2021-09-20 16:21:09.7517,-200,-200,-200,-200,-200,-200
36,2021-09-20 16:21:09.8135,-200,-200,-200,-200,-200,-200
37,2021-09-20 16:21:09.8636,-200,-200,-200,-200,-200,-200
38,2021-09-20 16:21:09.9162,-200,-200,-200,-200,-200,-200
39,2021-09-20 16:21:10.0621,-200,-200,-200,-200,-200,-200
40,2021-09-20 16:21:10.1692,-200,-200,-200,-200,-200,-200
41,2021-09-20 16:21:10.2628,-200,-200,-200,-200,-200,-200
42,2021-09-20 16:21:10.3307,-200,-200,-200,-200,-200,-200
43,2021-09-20 16:21:10.4271,-200,-200,-200,-200,-200,-200
44,2021-09-20 16:21:10.4914,-200,-200,-200,-200,-200,-200
45,2021-09-20 16:21:10.5930,-200,-200,-200,-200,-200,-200
46,2021-09-20 16:21:10.6985,-200,-200,-200,-200,-200,-200
47,2021-09-20 16:21:10.7517,-200,-200,-200,-200,-200,-200
48,2021-09-20 16:21:10.8239,-200,-200,-200,-200,-200,-200
49,2021-09-20 16:21:10.9280,-200,-200,-200,-200,-200,-200
50,2021-09-20 16:21:11.0149,-200,-200,-200,-200,-200,-200
51,2021-09-20 16:21:11.1112,-200,-200,-200,-200,-200,-200
52,2021-09-20 16:21:11.2214,-200,-200,-200,-200,-200,-200
53,2021-09-20 16:21:11.2916,-200,-200,-200,-200,-200,-200
