,Date Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8
1,2021-09-20 16:03:31.1280,-200,-200,-200,-200,-200,-200
2,2021-09-20 16:03:31.1291,-200,-200,-200,-200,-200,-200
3,2021-09-20 16:03:31.9093,-200,-200,-200,-200,-200,-200
4,2021-09-20 16:03:31.9706,-200,-200,-200,-200,-200,-200
5,2021-09-20 16:03:32.0319,-200,-200,-200,-200,-200,-200
6,2021-09-20 16:03:32.0895,-200,-200,-200,-200,-200,-200
7,2021-09-20 16:03:32.1508,-200,-200,-200,-200,-200,-200
8,2021-09-20 16:03:32.2083,-200,-200,-200,-200,-200,-200
9,2021-09-20 16:03:32.2698,-200,-200,-200,-200,-200,-200
10,2021-09-20 16:03:32.3309,-200,-200,-200,-200,-200,-200
11,2021-09-20 16:03:32.3886,-200,-200,-200,-200,-200,-200
12,2021-09-20 16:03:32.4504,-200,-200,-200,-200,-200,-200
13,2021-09-20 16:03:32.5111,-200,-200,-200,-200,-200,-200
14,2021-09-20 16:03:32.5688,-200,-200,-200,-200,-200,-200
15,2021-09-20 16:03:32.6303,-200,-200,-200,-200,-200,-200
16,2021-09-20 16:03:32.6913,-200,-200,-200,-200,-200,-200
17,2021-09-20 16:03:32.7490,-200,-200,-200,-200,-200,-200
18,2021-09-20 16:03:32.8104,-200,-200,-200,-200,-200,-200
19,2021-09-20 16:03:32.8715,-200,-200,-200,-200,-200,-200
20,2021-09-20 16:03:32.9293,-200,-200,-200,-200,-200,-200
21,2021-09-20 16:03:32.9905,-200,-200,-200,-200,-200,-200
22,2021-09-20 16:03:33.0516,-200,-200,-200,-200,-200,-200
23,2021-09-20 16:03:33.1095,-200,-200,-200,-200,-200,-200
24,2021-09-20 16:03:33.1707,-200,-200,-200,-200,-200,-200
25,2021-09-20 16:03:33.2284,-200,-200,-200,-200,-200,-200
26,2021-09-20 16:03:33.2899,-200,-200,-200,-200,-200,-200
27,2021-09-20 16:03:33.3509,-200,-200,-200,-200,-200,-200
28,2021-09-20 16:03:33.4085,-200,-200,-200,-200,-200,-200
29,2021-09-20 16:03:33.4702,-200,-200,-200,-200,-200,-200
30,2021-09-20 16:03:33.5311,-200,-200,-200,-200,-200,-200
31,2021-09-20 16:03:33.5888,-200,-200,-200,-200,-200,-200
32,2021-09-20 16:03:33.6503,-200,-200,-200,-200,-200,-200
33,2021-09-20 16:03:33.7113,-200,-200,-200,-200,-200,-200
34,2021-09-20 16:03:33.7690,-200,-200,-200,-200,-200,-200
35,2021-09-20 16:03:33.8305,-200,-200,-200,-200,-200,-200
36,2021-09-20 16:03:33.8916,-200,-200,-200,-200,-200,-200
37,2021-09-20 16:03:33.9492,-200,-200,-200,-200,-200,-200
38,2021-09-20 16:03:34.0106,-200,-200,-200,-200,-200,-200
39,2021-09-20 16:03:34.0716,-200,-200,-200,-200,-200,-200
40,2021-09-20 16:03:34.1294,-200,-200,-200,-200,-200,-200
41,2021-09-20 16:03:34.1906,-200,-200,-200,-200,-200,-200
42,2021-09-20 16:03:34.2483,-200,-200,-200,-200,-200,-200
43,2021-09-20 16:03:34.3097,-200,-200,-200,-200,-200,-200
44,2021-09-20 16:03:34.3709,-200,-200,-200,-200,-200,-200
45,2021-09-20 16:03:34.4285,-200,-200,-200,-200,-200,-200
46,2021-09-20 16:03:34.4901,-200,-200,-200,-200,-200,-200
47,2021-09-20 16:03:34.5514,-200,-200,-200,-200,-200,-200
48,2021-09-20 16:03:34.6087,-200,-200,-200,-200,-200,-200
49,2021-09-20 16:03:34.6702,-200,-200,-200,-200,-200,-200
50,2021-09-20 16:03:34.7315,-200,-200,-200,-200,-200,-200
51,2021-09-20 16:03:34.7890,-200,-200,-200,-200,-200,-200
52,2021-09-20 16:03:34.8505,-200,-200,-200,-200,-200,-200
